drug1	drug2	Label
DB06696	DB04743	2
DB12615	DB01397	2
DB13142	DB00562	2
DB01172	DB00712	2
DB03615	DB08981	2
DB11093	DB00774	2
DB01576	DB09104	2
DB03615	DB08984	2
DB01082	DB05676	2
DB03615	DB09218	2
DB06696	DB06739	2
DB00684	DB11672	2
DB00798	DB05676	2
DB12615	DB07615	2
DB00684	DB06737	2
DB13783	DB01032	2
DB00452	DB00244	2
DB01172	DB06725	2
DB01172	DB00821	2
DB12615	DB11672	2
DB00684	DB06739	2
DB01365	DB03754	2
DB01164	DB00808	2
DB02659	DB00206	2
DB02659	DB00977	2
DB02659	DB01045	2
DB01576	DB01144	2
DB09352	DB13595	2
DB00684	DB00972	2
DB03615	DB08976	2
DB03615	DB00814	2
DB12615	DB01628	2
DB01172	DB01283	2
DB01082	DB08439	2
DB12615	DB00712	2
DB03615	DB00812	2
DB01421	DB00688	2
DB01365	DB00819	2
DB00955	DB03585	2
DB01082	DB00945	2
DB00955	DB04552	2
DB00258	DB00880	2
DB00452	DB04817	2
DB09352	DB13650	2
DB00479	DB00533	2
DB01082	DB00821	2
DB01255	DB00819	2
DB06696	DB00482	2
DB01172	DB00469	2
DB06696	DB00768	2
DB12615	DB09218	2
DB00452	DB07615	2
DB03615	DB00712	2
DB01172	DB00461	2
DB12615	DB00244	2
DB06696	DB00461	2
DB12615	DB09212	2
DB12615	DB00328	2
DB00684	DB00991	2
DB01421	DB06725	2
DB00798	DB01435	2
DB01255	DB09481	2
DB01172	DB05676	2
DB01172	DB00744	2
DB00852	DB08938	2
DB01172	DB00749	2
DB01082	DB04817	2
DB01082	DB01050	2
DB00452	DB01250	2
DB00865	DB09281	2
DB09352	DB13322	2
DB12615	DB01435	2
DB00479	DB01435	2
DB00191	DB03754	2
DB00865	DB13595	2
DB00452	DB13063	2
DB00684	DB00482	2
DB00452	DB01401	2
DB11093	DB00999	2
DB01577	DB03754	2
DB00452	DB00936	2
DB11126	DB00562	2
DB12615	DB00936	2
DB11348	DB01021	2
DB03615	DB09084	2
DB00326	DB00310	2
DB03615	DB00963	2
DB12615	DB08797	2
DB03615	DB00788	2
DB00479	DB00945	2
DB00452	DB00939	2
DB03615	DB06725	2
DB01172	DB01435	2
DB01172	DB08976	2
DB03615	DB08991	2
DB01172	DB04951	2
DB02659	DB01229	2
DB01172	DB00688	2
DB02659	DB12070	2
DB01172	DB01024	2
DB00479	DB02709	2
DB13142	DB01021	2
DB01172	DB04817	2
DB06724	DB00999	2
DB01082	DB00688	2
DB00452	DB00500	2
DB01421	DB09212	2
DB00607	DB13783	2
DB13142	DB00999	2
DB11126	DB00808	2
DB01082	DB01024	2
DB00326	DB00808	2
DB01576	DB13249	2
DB01356	DB00774	2
DB00955	DB00586	2
DB00955	DB00337	2
DB01172	DB02709	2
DB12615	DB04951	2
DB06696	DB01250	2
DB01356	DB00808	2
DB01356	DB00880	2
DB00529	DB00232	2
DB00684	DB01097	2
DB03615	DB01283	2
DB01421	DB01283	2
DB06696	DB12598	2
DB01082	DB00533	2
DB06696	DB00812	2
DB00479	DB00821	2
DB06696	DB00814	2
DB00684	DB09084	2
DB00452	DB09084	2
DB01365	DB09281	2
DB00326	DB00774	2
DB00452	DB09288	2
DB12615	DB01050	2
DB00684	DB01250	2
DB06696	DB06736	2
DB06696	DB06737	2
DB00798	DB00179	2
DB00452	DB01399	2
DB12615	DB00500	2
DB00479	DB00580	2
DB06724	DB00310	2
DB01172	DB09084	2
DB06696	DB00500	2
DB01082	DB08976	2
DB06696	DB00469	2
DB01164	DB00562	2
DB00852	DB13209	2
DB13231	DB00232	2
DB06696	DB00465	2
DB01421	DB01600	2
DB00865	DB13322	2
DB11348	DB01324	2
DB11348	DB01325	2
DB00258	DB00808	2
DB00479	DB08439	2
DB00452	DB00744	2
DB00955	DB00821	2
DB06696	DB01399	2
DB00955	DB00580	2
DB13142	DB00524	2
DB00479	DB00972	2
DB06696	DB01397	2
DB00191	DB08938	2
DB00617	DB09280	3
DB00227	DB00763	3
DB00227	DB00762	3
DB00838	DB00655	3
DB00346	DB00677	3
DB09073	DB02703	3
DB00346	DB00673	3
DB06616	DB01708	3
DB00227	DB08909	3
DB00184	DB00834	3
DB00679	DB00863	3
DB01418	DB01110	3
DB06237	DB01254	3
DB00526	DB06210	3
DB09030	DB01149	3
DB01220	DB11613	3
DB08931	DB04876	3
DB00838	DB01118	3
DB00288	DB01072	3
DB00404	DB09195	3
DB00850	DB01264	3
DB00270	DB00196	3
DB00669	DB06210	3
DB11642	DB06603	3
DB00802	DB09063	3
DB06780	DB01118	3
DB06589	DB01211	3
DB00317	DB00673	3
DB06237	DB00619	3
DB01068	DB00673	3
DB00980	DB01254	3
DB00663	DB06717	3
DB00346	DB09330	3
DB06603	DB00834	3
DB01544	DB09048	3
DB00774	DB00424	3
DB00544	DB09257	3
DB06207	DB00457	3
DB06207	DB00455	3
DB00956	DB05521	3
DB06207	DB00458	3
DB01095	DB02709	3
DB09039	DB00908	3
DB06292	DB01254	3
DB09039	DB00907	3
DB00175	DB00863	3
DB00193	DB09063	3
DB00296	DB11633	3
DB11817	DB06290	3
DB01184	DB05521	3
DB01216	DB09048	3
DB00740	DB08881	3
DB04861	DB00622	3
DB01233	DB05812	3
DB01384	DB09330	3
DB08865	DB01167	3
DB00838	DB01211	3
DB00335	DB00472	3
DB06739	DB01254	3
DB09063	DB01601	3
DB00559	DB00246	3
DB00603	DB09073	3
DB00559	DB00243	3
DB01068	DB09330	3
DB06698	DB09245	3
DB09053	DB01204	3
DB00439	DB08896	3
DB09053	DB01206	3
DB06698	DB09241	3
DB09053	DB01200	3
DB00224	DB02703	3
DB06813	DB00440	3
DB00297	DB01210	3
DB00980	DB02703	3
DB00175	DB00289	3
DB06813	DB06725	3
DB00175	DB00285	3
DB11642	DB08933	3
DB00175	DB00281	3
DB00175	DB00283	3
DB01008	DB06290	3
DB06603	DB08933	3
DB00393	DB01319	3
DB00970	DB06210	3
DB00956	DB00582	3
DB01030	DB06290	3
DB06781	DB00255	3
DB01095	DB00635	3
DB01095	DB00637	3
DB00390	DB00945	3
DB00367	DB01254	3
DB00227	DB04898	3
DB06290	DB00503	3
DB01023	DB00673	3
DB00373	DB01264	3
DB00439	DB01263	3
DB00439	DB01264	3
DB11575	DB00834	3
DB00439	DB09074	3
DB00593	DB09073	3
DB09083	DB01167	3
DB00439	DB09073	3
DB06738	DB08820	3
DB00916	DB06290	3
DB06603	DB00582	3
DB00656	DB09195	3
DB01095	DB00091	3
DB09068	DB01264	3
DB00949	DB06290	3
DB00675	DB09195	3
DB00324	DB00783	3
DB00266	DB06701	3
DB00884	DB00213	3
DB11750	DB09065	3
DB09016	DB08882	3
DB00309	DB00176	3
DB00916	DB09118	3
DB00324	DB00255	3
DB00243	DB01091	3
DB00243	DB01099	3
DB00997	DB00661	3
DB00997	DB00669	3
DB13874	DB01589	3
DB04743	DB00501	3
DB00969	DB09330	3
DB00343	DB09195	3
DB00203	DB06290	3
DB01622	DB00440	3
DB00338	DB00673	3
DB01590	DB08896	3
DB00641	DB00619	3
DB00910	DB01167	3
DB00422	DB09065	3
DB00820	DB01167	3
DB08931	DB09330	3
DB00512	DB08439	3
DB13878	DB08880	3
DB13878	DB08881	3
DB01030	DB13943	3
DB00872	DB00203	3
DB00872	DB00201	3
DB00872	DB00207	3
DB00872	DB00204	3
DB01008	DB09031	3
DB00227	DB00404	3
DB06335	DB00270	3
DB00872	DB00208	3
DB11737	DB08881	3
DB00353	DB00212	3
DB00619	DB08873	3
DB09143	DB08865	3
DB09027	DB00701	3
DB09027	DB00704	3
DB01105	DB06717	3
DB11633	DB08933	3
DB01559	DB00834	3
DB00470	DB12332	3
DB09049	DB08933	3
DB01218	DB09063	3
DB01409	DB06603	3
DB00908	DB00646	3
DB01241	DB09073	3
DB00850	DB09073	3
DB01069	DB09274	3
DB01220	DB00276	3
DB01325	DB00804	3
DB01380	DB09063	3
DB00199	DB02703	3
DB01325	DB00809	3
DB00223	DB01072	3
DB09039	DB01319	3
DB04908	DB01241	3
DB00615	DB09056	3
DB09075	DB01151	3
DB00635	DB01264	3
DB00390	DB11586	3
DB01261	DB00673	3
DB09053	DB00619	3
DB00390	DB00207	3
DB00872	DB01156	3
DB00872	DB01159	3
DB00602	DB02703	3
DB00353	DB01167	3
DB01166	DB00313	3
DB01166	DB00317	3
DB01242	DB01340	3
DB00908	DB01110	3
DB00741	DB00890	3
DB01242	DB01348	3
DB01069	DB00613	3
DB00973	DB06210	3
DB00264	DB00455	3
DB09378	DB09065	3
DB00320	DB06717	3
DB00264	DB00458	3
DB00248	DB09118	3
DB09289	DB08882	3
DB00619	DB09048	3
DB00472	DB06603	3
DB00934	DB05812	3
DB00570	DB06145	3
DB06292	DB00834	3
DB01156	DB08865	3
DB01238	DB04868	3
DB00252	DB01026	3
DB09049	DB01595	3
DB01590	DB00201	3
DB09183	DB01072	3
DB01590	DB00203	3
DB01590	DB00206	3
DB01590	DB00207	3
DB01590	DB00208	3
DB13981	DB00932	3
DB00515	DB01156	3
DB11586	DB06268	3
DB01236	DB09048	3
DB00918	DB06717	3
DB01047	DB00783	3
DB09068	DB01118	3
DB06589	DB00908	3
DB01232	DB06717	3
DB00674	DB00834	3
DB09079	DB13179	3
DB00908	DB09065	3
DB00908	DB09063	3
DB01595	DB00834	3
DB00370	DB01254	3
DB00531	DB08820	3
DB01138	DB09073	3
DB08873	DB08933	3
DB00814	DB02703	3
DB00543	DB09075	3
DB00266	DB04855	3
DB09330	DB09118	3
DB06480	DB01072	3
DB00813	DB11672	3
DB06480	DB01076	3
DB06780	DB01357	3
DB11750	DB08873	3
DB04844	DB00679	3
DB01136	DB01015	3
DB00706	DB01254	3
DB00469	DB00834	3
DB00795	DB08880	3
DB09101	DB08933	3
DB01324	DB01591	3
DB09101	DB09048	3
DB01254	DB02703	3
DB08905	DB00220	3
DB01030	DB11817	3
DB00687	DB01232	3
DB00439	DB01435	3
DB05239	DB14033	3
DB00315	DB08881	3
DB00675	DB09073	3
DB06212	DB00622	3
DB00175	DB00860	3
DB09128	DB00458	3
DB06212	DB00624	3
DB06212	DB00625	3
DB01224	DB06717	3
DB00674	DB08933	3
DB00495	DB09118	3
DB01095	DB02701	3
DB09073	DB09118	3
DB01018	DB00582	3
DB00923	DB01032	3
DB01174	DB12070	3
DB00175	DB00864	3
DB09074	DB04855	3
DB00636	DB11633	3
DB09214	DB01032	3
DB00477	DB06290	3
DB01624	DB00619	3
DB00675	DB06210	3
DB00264	DB00863	3
DB00726	DB01348	3
DB00619	DB01254	3
DB00346	DB01026	3
DB11750	DB13956	3
DB11750	DB13954	3
DB13955	DB09280	3
DB01136	DB00834	3
DB09236	DB00673	3
DB00823	DB08873	3
DB00175	DB08896	3
DB08864	DB09195	3
DB00203	DB01232	3
DB01098	DB01169	3
DB01098	DB01167	3
DB01098	DB01166	3
DB00328	DB11633	3
DB00726	DB00691	3
DB09262	DB01167	3
DB00880	DB00340	3
DB01219	DB02703	3
DB08860	DB01380	3
DB08916	DB00966	3
DB08916	DB00967	3
DB08860	DB01384	3
DB06207	DB01259	3
DB06207	DB01254	3
DB06207	DB01253	3
DB00243	DB00361	3
DB00193	DB01264	3
DB01394	DB00669	3
DB00193	DB01263	3
DB01394	DB00661	3
DB00563	DB05351	3
DB09075	DB00091	3
DB00975	DB11633	3
DB01126	DB08820	3
DB01254	DB05521	3
DB01115	DB08820	3
DB01078	DB00908	3
DB11642	DB01087	3
DB09236	DB01254	3
DB13953	DB08933	3
DB06616	DB00759	3
DB06616	DB00752	3
DB09034	DB00705	3
DB06616	DB11633	3
DB05039	DB08820	3
DB11641	DB09063	3
DB06212	DB01029	3
DB06212	DB01026	3
DB06212	DB01023	3
DB01126	DB09048	3
DB09128	DB00320	3
DB08860	DB00472	3
DB08439	DB00263	3
DB01356	DB09292	3
DB04908	DB00976	3
DB04908	DB00977	3
DB01356	DB00722	3
DB00512	DB01435	3
DB01100	DB00661	3
DB00496	DB09063	3
DB00997	DB00468	3
DB00496	DB09065	3
DB05351	DB02703	3
DB00404	DB08820	3
DB00764	DB01118	3
DB00266	DB01167	3
DB06290	DB01167	3
DB13074	DB00673	3
DB00862	DB01601	3
DB05381	DB09048	3
DB00204	DB09063	3
DB09289	DB01340	3
DB09289	DB01348	3
DB00471	DB11633	3
DB09053	DB04855	3
DB04908	DB00351	3
DB00679	DB06287	3
DB00266	DB00834	3
DB00641	DB01100	3
DB04908	DB11619	3
DB00207	DB00220	3
DB04844	DB01264	3
DB00604	DB01188	3
DB01356	DB01097	3
DB00596	DB09070	3
DB00402	DB00673	3
DB00433	DB00205	3
DB00925	DB09048	3
DB13874	DB09330	3
DB09049	DB11613	3
DB01327	DB08880	3
DB09075	DB00215	3
DB06786	DB01026	3
DB11642	DB06412	3
DB00620	DB01357	3
DB00617	DB09073	3
DB09027	DB00276	3
DB00439	DB04946	3
DB09039	DB00208	3
DB09074	DB00834	3
DB01418	DB01321	3
DB09039	DB00203	3
DB01008	DB01141	3
DB00390	DB08873	3
DB00748	DB09280	3
DB06480	DB11363	3
DB00512	DB00861	3
DB09053	DB05812	3
DB06696	DB01325	3
DB00227	DB01597	3
DB11817	DB09330	3
DB00604	DB04794	3
DB00912	DB00834	3
DB00842	DB01254	3
DB00337	DB09063	3
DB00820	DB06290	3
DB06594	DB06290	3
DB00997	DB13946	3
DB09102	DB08873	3
DB00227	DB01261	3
DB00091	DB08933	3
DB00370	DB05812	3
DB09053	DB00361	3
DB00872	DB09118	3
DB09053	DB00363	3
DB00481	DB01254	3
DB00997	DB01400	3
DB00997	DB01403	3
DB00896	DB09054	3
DB09389	DB08820	3
DB11575	DB09330	3
DB00896	DB01601	3
DB00949	DB09195	3
DB06207	DB00643	3
DB06207	DB00641	3
DB08916	DB00227	3
DB00356	DB08881	3
DB06813	DB08797	3
DB00433	DB11633	3
DB00433	DB11638	3
DB00175	DB09291	3
DB01394	DB11633	3
DB05271	DB06717	3
DB09053	DB01015	3
DB06708	DB00673	3
DB09053	DB01011	3
DB00655	DB09118	3
DB00204	DB00196	3
DB00204	DB00199	3
DB01013	DB01211	3
DB00344	DB01264	3
DB00091	DB00834	3
DB01590	DB11613	3
DB05109	DB01232	3
DB06708	DB00582	3
DB00656	DB01319	3
DB00897	DB05265	3
DB09231	DB09048	3
DB01193	DB11633	3
DB00512	DB09084	3
DB01411	DB01072	3
DB06684	DB01026	3
DB00511	DB00389	3
DB01100	DB00503	3
DB09289	DB09570	3
DB01194	DB01118	3
DB00751	DB01589	3
DB09123	DB00932	3
DB00353	DB04898	3
DB00240	DB09048	3
DB00864	DB00622	3
DB08820	DB01118	3
DB09225	DB05812	3
DB00773	DB01254	3
DB01098	DB00959	3
DB00153	DB09048	3
DB01222	DB00208	3
DB01222	DB00203	3
DB08864	DB01708	3
DB09072	DB00313	3
DB00896	DB08873	3
DB01043	DB11633	3
DB00242	DB01156	3
DB01431	DB01254	3
DB00204	DB00224	3
DB00204	DB00227	3
DB01403	DB01117	3
DB06589	DB00255	3
DB06589	DB00257	3
DB00623	DB09274	3
DB00586	DB08820	3
DB06212	DB13874	3
DB00877	DB05521	3
DB09330	DB09054	3
DB06212	DB13878	3
DB01558	DB08933	3
DB08906	DB00783	3
DB00694	DB08820	3
DB06786	DB09070	3
DB00364	DB00146	3
DB01238	DB01601	3
DB01030	DB00201	3
DB09128	DB00264	3
DB01030	DB00207	3
DB01030	DB00206	3
DB06016	DB02703	3
DB01002	DB06717	3
DB01223	DB00834	3
DB00264	DB01087	3
DB00774	DB11181	3
DB08867	DB08881	3
DB08906	DB00255	3
DB00952	DB01037	3
DB06480	DB00234	3
DB06207	DB00975	3
DB01424	DB01254	3
DB08906	DB04575	3
DB09092	DB00537	3
DB06712	DB09063	3
DB08906	DB04573	3
DB01200	DB00673	3
DB06228	DB09063	3
DB01200	DB00677	3
DB00266	DB01211	3
DB03615	DB00774	3
DB00390	DB01050	3
DB00440	DB09118	3
DB01590	DB09330	3
DB00613	DB08911	3
DB06589	DB00783	3
DB06203	DB01264	3
DB08932	DB08933	3
DB01220	DB01595	3
DB00897	DB09118	3
DB00521	DB05812	3
DB00675	DB01589	3
DB00470	DB06717	3
DB00724	DB08820	3
DB00872	DB00433	3
DB01110	DB09195	3
DB00264	DB01601	3
DB00872	DB00439	3
DB08971	DB01264	3
DB06700	DB08820	3
DB08971	DB01263	3
DB01098	DB00363	3
DB01098	DB00361	3
DB06176	DB02703	3
DB01002	DB11672	3
DB00497	DB06717	3
DB00755	DB09048	3
DB00512	DB00328	3
DB09079	DB00333	3
DB01394	DB00316	3
DB01394	DB00317	3
DB09101	DB00673	3
DB09079	DB00338	3
DB06616	DB00518	3
DB09074	DB01211	3
DB00814	DB00582	3
DB06616	DB00514	3
DB00602	DB09118	3
DB06212	DB08815	3
DB09063	DB05521	3
DB00592	DB01264	3
DB01628	DB06717	3
DB04868	DB01026	3
DB08860	DB00678	3
DB08860	DB00675	3
DB08860	DB00673	3
DB09054	DB08873	3
DB14019	DB01254	3
DB00880	DB00810	3
DB14019	DB06717	3
DB09034	DB00270	3
DB00637	DB08873	3
DB09166	DB09054	3
DB00865	DB08820	3
DB00490	DB11633	3
DB08932	DB00834	3
DB00294	DB11633	3
DB00741	DB06290	3
DB00481	DB00834	3
DB00999	DB08897	3
DB00216	DB00705	3
DB06480	DB08899	3
DB01047	DB00890	3
DB11586	DB01206	3
DB11586	DB01204	3
DB11586	DB01200	3
DB00184	DB05812	3
DB00822	DB09073	3
DB00184	DB08820	3
DB00700	DB00289	3
DB00615	DB00257	3
DB00700	DB00285	3
DB00700	DB00283	3
DB00615	DB00251	3
DB06589	DB08873	3
DB06589	DB08874	3
DB00897	DB06290	3
DB00897	DB00199	3
DB00956	DB06717	3
DB00877	DB01254	3
DB00268	DB09063	3
DB00324	DB09048	3
DB11619	DB01072	3
DB00813	DB00320	3
DB06616	DB01234	3
DB00268	DB00783	3
DB08996	DB08873	3
DB06738	DB09195	3
DB08916	DB03796	3
DB00938	DB00343	3
DB00657	DB03754	3
DB01047	DB01149	3
DB00253	DB01118	3
DB00872	DB06292	3
DB00872	DB06290	3
DB01621	DB11633	3
DB00741	DB09063	3
DB00637	DB09054	3
DB00872	DB00980	3
DB01182	DB00619	3
DB00872	DB00987	3
DB01615	DB01218	3
DB01069	DB13851	3
DB04846	DB00673	3
DB00543	DB01232	3
DB00268	DB01254	3
DB00813	DB00582	3
DB01013	DB01149	3
DB04574	DB04575	3
DB04574	DB04573	3
DB09049	DB00401	3
DB00969	DB01072	3
DB00472	DB01264	3
DB08918	DB09330	3
DB00872	DB01435	3
DB01156	DB06290	3
DB11828	DB01254	3
DB06697	DB05812	3
DB00673	DB05812	3
DB00285	DB01182	3
DB09123	DB08873	3
DB08867	DB04868	3
DB00682	DB01182	3
DB00988	DB06603	3
DB00443	DB00582	3
DB00543	DB00542	3
DB00908	DB00826	3
DB00356	DB00673	3
DB06480	DB00175	3
DB06480	DB00176	3
DB00628	DB09048	3
DB00443	DB11633	3
DB04846	DB01254	3
DB00346	DB00542	3
DB00425	DB01034	3
DB08860	DB08873	3
DB12483	DB08933	3
DB00758	DB11633	3
DB06589	DB11633	3
DB04938	DB06290	3
DB01297	DB04896	3
DB01590	DB04877	3
DB00270	DB00834	3
DB01100	DB01072	3
DB00499	DB09048	3
DB01607	DB01032	3
DB00980	DB09048	3
DB01198	DB09280	3
DB08912	DB06717	3
DB01098	DB01559	3
DB00531	DB00834	3
DB00908	DB05812	3
DB01221	DB09063	3
DB01194	DB02703	3
DB06207	DB00338	3
DB06207	DB00335	3
DB06207	DB00333	3
DB04938	DB01124	3
DB01020	DB00673	3
DB06780	DB00783	3
DB00232	DB00908	3
DB00243	DB11633	3
DB01126	DB01026	3
DB00991	DB09063	3
DB00451	DB09118	3
DB01142	DB12598	3
DB06594	DB00379	3
DB08860	DB01264	3
DB08860	DB01263	3
DB01098	DB05381	3
DB01216	DB09330	3
DB06780	DB00255	3
DB00651	DB00468	3
DB00270	DB08933	3
DB01018	DB11672	3
DB00184	DB00673	3
DB08899	DB09065	3
DB05271	DB08881	3
DB00316	DB11633	3
DB01411	DB09063	3
DB04908	DB06789	3
DB12483	DB06210	3
DB06616	DB08873	3
DB06616	DB08874	3
DB09074	DB00254	3
DB09074	DB00257	3
DB00479	DB01021	3
DB00264	DB00752	3
DB08864	DB04868	3
DB06414	DB00826	3
DB00264	DB00972	3
DB00508	DB00468	3
DB09143	DB00705	3
DB09128	DB00482	3
DB00439	DB00342	3
DB00439	DB00343	3
DB00699	DB05812	3
DB09073	DB08820	3
DB01021	DB00496	3
DB06616	DB01016	3
DB00339	DB09063	3
DB06616	DB01015	3
DB00883	DB02703	3
DB06616	DB01011	3
DB01201	DB00681	3
DB01253	DB00519	3
DB11642	DB00496	3
DB04908	DB00783	3
DB00620	DB08820	3
DB00641	DB00468	3
DB01030	DB00440	3
DB00620	DB02703	3
DB01183	DB05812	3
DB01030	DB00448	3
DB00250	DB06717	3
DB00619	DB05812	3
DB04574	DB13952	3
DB04574	DB13954	3
DB04574	DB13956	3
DB00872	DB11574	3
DB00872	DB11575	3
DB00836	DB09330	3
DB00420	DB00613	3
DB09128	DB09330	3
DB09143	DB01072	3
DB01037	DB09280	3
DB08907	DB00834	3
DB06723	DB06410	3
DB00997	DB00169	3
DB13952	DB09118	3
DB06708	DB09054	3
DB00698	DB11633	3
DB06781	DB00977	3
DB06781	DB00976	3
DB06813	DB05676	3
DB09297	DB09195	3
DB09297	DB01254	3
DB00404	DB06605	3
DB06212	DB11633	3
DB01114	DB11633	3
DB01175	DB01264	3
DB01414	DB08880	3
DB00663	DB13952	3
DB00663	DB13956	3
DB08934	DB11633	3
DB00663	DB13954	3
DB04908	DB01072	3
DB00227	DB00877	3
DB00294	DB09063	3
DB09027	DB00335	3
DB09027	DB00333	3
DB09078	DB09048	3
DB01030	DB00997	3
DB04845	DB09048	3
DB06813	DB01009	3
DB01395	DB09054	3
DB00883	DB00673	3
DB00956	DB00661	3
DB01008	DB01263	3
DB06789	DB09073	3
DB01544	DB08881	3
DB01184	DB09118	3
DB00999	DB01075	3
DB00987	DB09330	3
DB01242	DB08882	3
DB00549	DB11633	3
DB09054	DB01118	3
DB00880	DB12278	3
DB01254	DB09073	3
DB00768	DB08933	3
DB04846	DB09063	3
DB01220	DB00997	3
DB13952	DB06290	3
DB09053	DB01190	3
DB00603	DB00976	3
DB00334	DB09065	3
DB04948	DB05812	3
DB01030	DB09102	3
DB09351	DB06700	3
DB01623	DB01609	3
DB00524	DB00517	3
DB00216	DB04868	3
DB09227	DB09063	3
DB00393	DB00176	3
DB06212	DB01128	3
DB00547	DB06401	3
DB09227	DB09065	3
DB00175	DB00997	3
DB00752	DB01182	3
DB09049	DB01118	3
DB00959	DB09054	3
DB09049	DB01110	3
DB09049	DB01115	3
DB00530	DB01211	3
DB00641	DB00819	3
DB00641	DB00818	3
DB00641	DB00813	3
DB04951	DB00188	3
DB01220	DB06290	3
DB00480	DB00243	3
DB01392	DB02703	3
DB06626	DB01211	3
DB00956	DB01211	3
DB01030	DB12070	3
DB01220	DB08943	3
DB09123	DB01167	3
DB09236	DB09073	3
DB08916	DB12026	3
DB01095	DB00255	3
DB01095	DB00254	3
DB01095	DB00259	3
DB00175	DB01110	3
DB00320	DB06203	3
DB00175	DB01115	3
DB00277	DB00437	3
DB00813	DB09048	3
DB01628	DB02703	3
DB06414	DB00362	3
DB00559	DB00622	3
DB06148	DB09073	3
DB00846	DB08873	3
DB13946	DB09063	3
DB00933	DB01131	3
DB01248	DB04855	3
DB00207	DB09073	3
DB00213	DB09048	3
DB01590	DB00586	3
DB01590	DB00584	3
DB09049	DB00643	3
DB01590	DB00582	3
DB09049	DB00641	3
DB00359	DB09330	3
DB00613	DB00796	3
DB09091	DB06401	3
DB00751	DB01264	3
DB08893	DB01254	3
DB06730	DB01072	3
DB00972	DB09280	3
DB01036	DB09048	3
DB06781	DB09065	3
DB09034	DB09048	3
DB09049	DB00390	3
DB00263	DB09063	3
DB09049	DB00396	3
DB02187	DB00582	3
DB06684	DB01254	3
DB00277	DB06401	3
DB00482	DB09063	3
DB00296	DB00818	3
DB01590	DB01182	3
DB00443	DB01072	3
DB00439	DB00624	3
DB00439	DB00622	3
DB08877	DB00196	3
DB01418	DB00903	3
DB00361	DB09065	3
DB00361	DB09063	3
DB06216	DB01182	3
DB00321	DB09065	3
DB13114	DB08873	3
DB04835	DB09065	3
DB04835	DB09063	3
DB00575	DB09065	3
DB00846	DB13956	3
DB01590	DB01234	3
DB06480	DB04877	3
DB00619	DB01026	3
DB11274	DB08933	3
DB13946	DB08820	3
DB00697	DB00951	3
DB01590	DB01239	3
DB08905	DB00673	3
DB01622	DB00358	3
DB06414	DB01188	3
DB09053	DB08873	3
DB06237	DB00976	3
DB00543	DB06335	3
DB00490	DB09048	3
DB00472	DB09065	3
DB06589	DB00421	3
DB00872	DB01259	3
DB00472	DB09063	3
DB01223	DB00977	3
DB00872	DB01253	3
DB00872	DB01256	3
DB01590	DB06636	3
DB00872	DB01254	3
DB01220	DB00564	3
DB00831	DB01299	3
DB08910	DB00243	3
DB00553	DB00834	3
DB00227	DB09118	3
DB01098	DB00446	3
DB01098	DB00444	3
DB01098	DB00443	3
DB01410	DB06717	3
DB08971	DB09118	3
DB01098	DB00448	3
DB01166	DB09120	3
DB00243	DB00518	3
DB00208	DB09330	3
DB01098	DB06290	3
DB00439	DB11672	3
DB01062	DB01072	3
DB00672	DB00196	3
DB00512	DB01283	3
DB01098	DB00193	3
DB01297	DB00715	3
DB01115	DB05812	3
DB08996	DB01072	3
DB01220	DB00381	3
DB06594	DB00176	3
DB08860	DB01062	3
DB00356	DB06603	3
DB08916	DB01259	3
DB00204	DB00555	3
DB01268	DB06290	3
DB00872	DB06700	3
DB00872	DB06702	3
DB00227	DB00401	3
DB09075	DB00199	3
DB00390	DB01240	3
DB00936	DB11633	3
DB02789	DB00673	3
DB09075	DB00196	3
DB00439	DB01628	3
DB00842	DB09073	3
DB00539	DB11633	3
DB00281	DB00571	3
DB01087	DB05812	3
DB01394	DB00295	3
DB00872	DB00661	3
DB00918	DB00582	3
DB00706	DB09063	3
DB00835	DB00673	3
DB06616	DB00490	3
DB00278	DB09073	3
DB01590	DB00915	3
DB06589	DB06212	3
DB06589	DB06210	3
DB08910	DB11633	3
DB00444	DB09073	3
DB13074	DB09195	3
DB11642	DB12332	3
DB00637	DB08933	3
DB11915	DB08933	3
DB00264	DB06148	3
DB00950	DB08881	3
DB04835	DB01072	3
DB00697	DB00176	3
DB00346	DB04876	3
DB00175	DB13874	3
DB14028	DB09195	3
DB00564	DB09280	3
DB00593	DB00501	3
DB09049	DB09048	3
DB01195	DB04398	3
DB01392	DB09048	3
DB06148	DB09330	3
DB00252	DB00251	3
DB00377	DB09065	3
DB00377	DB09063	3
DB09049	DB01259	3
DB09049	DB01254	3
DB09049	DB01253	3
DB09091	DB01211	3
DB06738	DB06290	3
DB00860	DB01118	3
DB01151	DB06203	3
DB09074	DB00220	3
DB09123	DB09195	3
DB06817	DB01201	3
DB09016	DB01348	3
DB00315	DB01168	3
DB06695	DB01211	3
DB00470	DB01254	3
DB09016	DB01340	3
DB00628	DB08933	3
DB00495	DB00834	3
DB00759	DB09195	3
DB00680	DB00613	3
DB08864	DB06730	3
DB11581	DB09048	3
DB01151	DB09477	3
DB01184	DB00619	3
DB00185	DB11633	3
DB00223	DB00976	3
DB00223	DB00977	3
DB00404	DB01211	3
DB01024	DB01032	3
DB06480	DB01182	3
DB00623	DB00250	3
DB00623	DB00254	3
DB11581	DB09118	3
DB00553	DB09195	3
DB00471	DB00834	3
DB00872	DB05541	3
